LocNameHeb,LocalityCode,EstbYr,DistrictCode,DistrictHeb,SubDistrictCode,SubDistrictHeb,NatRegCode,NatRegHeb,MetrCode,MetrHeb,TypeLocCode,TypeLocHeb,MuniCode,MuniHeb,pop_thou,men_thou,women_thou,religion,ReligionHeb,religion_pcnt,age0_17_pcnt,age18_64_pcnt,age65_pcnt,m_age0_17_pcnt,m_age18_64_pcnt,m_age65_pcnt,w_age0_17_pcnt,w_age18_64_pcnt,w_age65_pcnt,DependencyRatio,age_median,m_age_median,w_age_median,married_pcnt,notmarried_pcnt,m_married_pcnt,m_notmarried_pcnt,w_married_pcnt,w_notmarried_pcnt,j_isr_pcnt,j_abr_pcnt,aliya1960_pcnt,aliya61_89_pcnt,aliya90_01_pcnt,aliya2002_pcnt,israel_pcnt,asia_pcnt,africa_pcnt,europe_pcnt,america_pcnt,population
סעד,419,1947,6,מחוז הדרום,62,נפת באר שבע,621,אזור גרר,334,"מטרופולין באר שבע, טבעת תיכונה, גזרה מערבית",330,קיבוץ,39,מועצה אזורית שדות נגב,0.6,0.3,0.3,1,יהודים,99.8,34.7,45,20.3,32.7,47.1,20.2,36.5,43.2,20.4,1409.4,28,30,27,62.6,37.4,70.3,29.7,56.3,43.7,81.1,18.9,58.6,27.2,12,2.2,48.6,2.7,7.1,32.4,9.2,501
סתרייה,610,1949,4,מחוז המרכז,43,נפת רמלה,432,אזור רמלה,143,"מטרופולין תל אביב, טבעת חיצונית, גזרה דרומית",310,מושב,30,מועצה אזורית גזר,0.9,0.4,0.5,1,יהודים,98.8,24.9,68,7.1,26.7,67.6,5.7,23.2,68.4,8.4,548.1,32,33,32,55.6,44.4,56.2,43.8,55.1,44.9,86.2,13.8,50.3,34.6,10.7,4.4,48,8.6,8.1,30.6,4.8,501
עברון,376,1945,2,מחוז הצפון,24,נפת עכו,245,אזור נהרייה,241,"מטרופולין חיפה, טבעת חיצונית, גזרה צפונית",330,קיבוץ,4,מועצה אזורית מטה אשר,0.7,0.3,0.4,1,יהודים,93,24,64.8,11.2,22.5,66.9,10.5,25.4,62.7,11.9,622.7,32,33,32,47.9,52.1,47.1,52.9,48.7,51.3,83.2,16.8,66.7,26.9,4.6,1.8,42.7,4.5,8.8,35.2,8.9,501
עדי,1199,1980,2,מחוז הצפון,24,נפת עכו,241,אזור שפרעם,242,"מטרופולין חיפה, טבעת חיצונית, גזרה מזרחית",370,יישוב קהילתי,9,מועצה אזורית עמק יזרעאל,1.6,0.8,0.8,1,יהודים,99.7,34.8,61.7,3.4,35.5,60.3,4.2,34.2,63.2,2.6,757.4,31,28,32,64.5,35.5,64.7,35.3,64.4,35.6,88.1,11.9,38.8,47,13.1,1,52.6,5.8,10.4,28.5,2.6,501
עולש,737,1949,4,מחוז המרכז,41,נפת השרון,412,מזרח השרון,141,"מטרופולין תל אביב, טבעת חיצונית, גזרה צפונית",310,מושב,16,מועצה אזורית עמק חפר,0.9,0.5,0.5,1,יהודים,99.2,32.8,62.7,4.5,32.5,63.2,4.2,33.2,62.2,4.7,663.7,30,31,29,61.2,38.8,61,39,61.4,38.6,87.9,12.1,45.9,36.5,15.8,1.8,54,10.9,14.3,16.1,4.7,501
עופר,810,1950,3,מחוז חיפה,32,נפת חדרה,322,אזור זכרון יעקב,243,"מטרופולין חיפה, טבעת חיצונית, גזרה דרומית",310,מושב,15,מועצה אזורית חוף הכרמל,0.5,0.3,0.3,1,יהודים,98.8,35.6,58.5,5.8,34.2,60.4,5.4,37.1,56.6,6.3,793,28,28,28,50,50,47.2,52.8,53.2,46.8,82.9,17.1,54,27.4,18.6,,42.2,33.7,5.6,14,4.5,501
עוצם,32,1955,6,מחוז הדרום,61,נפת אשקלון,612,אזור לכיש,,ללא שיוך למטרופולין,310,מושב,50,מועצה אזורית לכיש,0.5,0.3,0.2,1,יהודים,99.5,37.4,48.7,13.9,41.5,49.3,9.2,32,47.8,20.2,1179.2,28,25,32,52.6,47.4,45.9,54.1,61.9,38.1,79.9,20.1,88.4,8.1,3.5,,41.5,2.6,53.2,0.7,2.1,501
עזר,1149,1966,6,מחוז הדרום,61,נפת אשקלון,611,אזור מלאכי,,ללא שיוך למטרופולין,350,יישוב כפרי אחר יהודי,33,מועצה אזורית באר טוביה,0.8,0.4,0.4,1,יהודים,99.9,35.4,63,1.6,34.6,63.4,1.9,36.2,62.5,1.3,741.9,23,22,25,54.1,45.9,51.4,48.6,57,43,86.5,13.5,31.6,56.5,11,0.9,42.2,8.9,32.1,12.8,4,501
עזריאל,837,1951,4,מחוז המרכז,41,נפת השרון,411,מערב השרון,141,"מטרופולין תל אביב, טבעת חיצונית, גזרה צפונית",310,מושב,18,מועצה אזורית לב השרון,0.6,0.3,0.3,1,יהודים,99.8,35.6,53.1,11.3,33.8,55.7,10.5,37.4,50.5,12.1,953,32,32,30,68.6,31.4,69.1,30.9,68.1,31.9,82.2,17.8,78.3,10.5,7.2,4,44.2,45.5,5.1,4.4,0.9,501
עזריה,711,1949,4,מחוז המרכז,43,נפת רמלה,432,אזור רמלה,143,"מטרופולין תל אביב, טבעת חיצונית, גזרה דרומית",310,מושב,30,מועצה אזורית גזר,0.9,0.4,0.4,1,יהודים,99.2,32.9,61.3,5.7,32.6,62.4,5,33.3,60.3,6.4,694.5,28,29,27,61.1,38.9,62.1,37.9,60.1,39.9,88.1,11.9,83.4,9.1,5.4,2.2,47.4,19.6,28.7,3.1,1.2,501
עזריקם,817,1950,6,מחוז הדרום,61,נפת אשקלון,611,אזור מלאכי,,ללא שיוך למטרופולין,310,מושב,33,מועצה אזורית באר טוביה,1.1,0.6,0.5,1,יהודים,99.3,32.4,58.2,9.4,31.5,59.3,9.2,33.4,57.1,9.5,839.4,28,28,30,59,41,56.4,43.6,61.7,38.3,84.8,15.2,83.4,14.7,1.9,,44.9,9.4,42.6,2.5,0.5,501
עטרת,3658,1981,7,אזור יהודה והשומרון,,אין חלוקה לנפות,,אין חלוקה לאזורים טבעיים,,ללא שיוך למטרופולין,370,יישוב קהילתי,73,מועצה אזורית מטה בנימין,0.7,0.4,0.3,1,יהודים,100,58.9,40.7,0.4,64.7,35.3,,51.4,47.7,0.9,1747.9,15,15,13,54.2,45.8,45,55,67.9,32.1,92.5,7.5,3.5,48.9,32.9,14.7,61.6,6,9.5,12.9,10,501
עין איילה,687,1949,3,מחוז חיפה,32,נפת חדרה,321,חוף הכרמל,243,"מטרופולין חיפה, טבעת חיצונית, גזרה דרומית",310,מושב,15,מועצה אזורית חוף הכרמל,0.9,0.5,0.5,1,יהודים,98.4,40.4,55.5,4.1,42.3,54.1,3.7,38.6,56.9,4.5,907.8,28,24,30,63.8,36.2,66.6,33.4,61.4,38.6,90.6,9.4,34.5,33.5,10.7,21.3,60.6,6.2,5.9,23.1,4.1,501
עין אל-אסד,546,,2,מחוז הצפון,24,נפת עכו,243,אזור יחיעם,,ללא שיוך למטרופולין,450,יישוב כפרי אחר לא יהודי,2,מועצה אזורית מרום הגליל,0.8,0.4,0.4,5,דרוזים,97.8,38.2,56.2,5.6,40.2,54.4,5.4,36.2,58.1,5.8,921.3,24,23,25,59.1,40.9,60.4,39.6,57.8,42.2,,,,,,,,,,,,501
עין גב,273,1937,2,מחוז הצפון,22,נפת כנרת,221,כינרות,,ללא שיוך למטרופולין,330,קיבוץ,6,מועצה אזורית עמק הירדן,0.7,0.3,0.4,1,יהודים,94.1,18.6,73.2,8.1,17.8,73.6,8.6,19.4,72.8,7.8,407.4,26,27,26,40.7,59.3,42.5,57.5,39.2,60.8,79.1,20.9,29.3,39.8,20.8,10.1,38.3,4,8.1,31,18.6,501
עין גדי,2042,1953,6,מחוז הדרום,62,נפת באר שבע,624,אזור ים המלח,342,"מטרופולין באר שבע, טבעת חיצונית, גזרה מזרחית",330,קיבוץ,51,מועצה אזורית תמר,0.5,0.3,0.3,1,יהודים,94.1,34.7,53.5,11.7,35,52.4,12.6,34.5,54.8,10.7,963.5,30,26,34,43.9,56.1,42.1,57.9,46,54,82.2,17.8,18.3,29.6,34.3,17.8,42.5,7.1,8,33.7,8.7,501
עין דור,436,1948,2,מחוז הצפון,23,נפת יזרעאל,233,רמת כוכב,,ללא שיוך למטרופולין,330,קיבוץ,9,מועצה אזורית עמק יזרעאל,0.6,0.3,0.3,1,יהודים,95.8,25.3,54.6,20.1,26.1,57.8,16,24.6,51.9,23.6,982.5,44,44,44,49,51,55,45,44.1,55.9,67.2,32.8,55.8,30.3,11.4,2.4,31.1,3.4,2.9,36.3,26.2,501
